14,"<languages><lang_1>Arbeidssted</lang_1><lang_2>Job location</lang_2><lang_3 isDefault=""true"">Job location</lang_3><lang_6>Arbetsplats</lang_6><lang_5>Arbejdssted</lang_5><lang_4>Työn sijainti</lang_4><lang_7>Arbeitsstandort</lang_7><lang_8>Vestiging</lang_8><lang_9>Miejsce pracy</lang_9><lang_10>Lieu de travail</lang_10></languages>","<settings history=""true"" index=""10""><availability CV=""false"" EmpScore=""false"" any=""true"" appraisal=""true"" editableBy=""78"" editableInWorkflow=""78"" requestSubordinate=""true"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""5"" settings=""5:16"" /></settings>",,NULL,2,NULL,NULL,0,0EDEC086-B721-44A0-A9C8-D6C5562E2A4F,14
15,"<languages><lang_1>Jobbrolle</lang_1><lang_2>Job role</lang_2><lang_3 isDefault=""true"">Job role</lang_3><lang_6>Arbetsroll</lang_6><lang_5>Arbejdsrolle</lang_5><lang_4>Työrooli</lang_4><lang_7>Arbeitsrolle</lang_7><lang_8>Functie</lang_8><lang_9>Rola pracy</lang_9><lang_10>Fonction</lang_10></languages>","<settings history=""true"" index=""12""><availability CV=""false"" EmpScore=""true"" any=""true"" appraisal=""true"" editableBy=""78"" editableInWorkflow=""78"" search=""true"" userprofile=""true"" visibleTo=""79"" /><type id=""5"" settings=""5:15"" /></settings>",,NULL,2,NULL,NULL,0,7CBBEF9D-848A-4C9D-8E63-3B1FCB6BE3B0,15
16,"<languages><lang_1>Stillingsnivå</lang_1><lang_2>Position level</lang_2><lang_3 isDefault=""true"">Position level</lang_3><lang_6>Befattningsnivå</lang_6><lang_5>Stillingsniveau</lang_5><lang_4>Asemataso</lang_4><lang_7>Positionsebene</lang_7><lang_8>Functieniveau</lang_8><lang_9>Poziom stanowiska</lang_9><lang_10>Niveau de poste</lang_10></languages>","<settings history=""true"" index=""13""><availability CV=""false"" any=""true"" appraisal=""true"" editableBy=""78"" editableInWorkflow=""78"" search=""false"" userprofile=""false"" visibleTo=""-1"" /><type id=""5"" settings=""5:23"" /></settings>",,NULL,2,NULL,NULL,0,412E3221-B6CD-4BD9-94E3-BF26CF9FE10B,16
17,"<languages><lang_1>Stillingsbeskrivelse</lang_1><lang_2>Job description</lang_2><lang_3 isDefault=""true"">Job description</lang_3><lang_6>Befattningsbeskrivning</lang_6><lang_5>Stillingsbeskrivelse</lang_5><lang_4>Työnkuvaus</lang_4><lang_7>Stellenbeschreibung</lang_7><lang_8>Functieomschrijving</lang_8><lang_9>Opis pracy</lang_9><lang_10>Description de la fonction</lang_10></languages>","<settings history=""false"" index=""1""><availability CV=""false"" EmpScore=""false"" any=""true"" appraisal=""true"" editableBy=""75"" editableInWorkflow=""79"" search=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""0"" settings="""" /><settings ccApprovalHLHRForHRA=""false"" ccApprovalHR=""false"" ccApprovalHRForHR=""false"" ccApprovalHRForHRA=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""false"" ccApprovalSecondLevManForMan=""false"" /></settings>","<restrictions><settings ccApprovalHR=""false"" ccApprovalSecondLevManForMan=""false"" ccApprovalHRForHRA=""false"" ccApprovalHLHRForHRA=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""false"" ccApprovalHRForHR=""false"" /></restrictions>",NULL,5,NULL,NULL,0,8EAB259C-DE7B-4307-8E64-B2A68DC29B39,17
18,"<languages><lang_1>Bilde</lang_1><lang_2>Photo</lang_2><lang_6>Bild</lang_6><lang_5>Billede</lang_5><lang_4>Kuva</lang_4><lang_3 isDefault=""true"">Photo</lang_3><lang_7>Foto</lang_7><lang_8>Foto</lang_8><lang_9>Zdjęcie</lang_9><lang_10>Photo</lang_10></languages>","<settings index=""2""><availability CV=""true"" EmpScore=""true"" SuccessionReport=""false"" any=""true"" appraisal=""true"" calibration=""false"" editableBy=""75"" editableInWorkflow=""79"" search=""false"" talentPool=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""0"" settings="""" /></settings>","<restrictions><availability SuccessionReport=""false"" calibration=""false"" search=""false"" talentPool=""false"" /></restrictions>",NULL,1,NULL,NULL,0,C4661813-E375-4626-8CFD-0221963466B4,18
19,"<languages><lang_1>Kjønn</lang_1><lang_2>Gender</lang_2><lang_6>Kön</lang_6><lang_5>Køn</lang_5><lang_4>Sukupuoli</lang_4><lang_3 isDefault=""true"">Gender</lang_3><lang_7>Geschlecht</lang_7><lang_8>Geslacht</lang_8><lang_9>Płeć</lang_9><lang_10>Genre</lang_10></languages>","<settings history=""true"" index=""10"" share=""true""><availability CV=""false"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""true"" editableBy=""1"" editableInWorkflow=""0"" requestSubordinate=""true"" search=""false"" userprofile=""true"" visibleTo=""1"" /><type id=""5"" settings=""5:52"" /><restrictions share=""true"" /></settings>","<restrictions share=""true"" />",NULL,1,NULL,NULL,0,9AA00863-1F27-4B9E-93E1-4568BF74EE86,19
21,"<languages><lang_1>Fødselsdato</lang_1><lang_2>Date of birth</lang_2><lang_6>Födelsedatum</lang_6><lang_5>Fødselsdato</lang_5><lang_4>Syntymäaika</lang_4><lang_3 isDefault=""true"">Date of birth</lang_3><lang_7>Geburtsdatum</lang_7><lang_8>Geboortedatum</lang_8><lang_9>Data urodzenia</lang_9><lang_10>Date de naissance</lang_10></languages>","<settings index=""11"" share=""true""><availability CV=""true"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""false"" editableBy=""15"" editableInWorkflow=""0"" requestSubordinate=""true"" search=""false"" talentPool=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""6"" settings="""" /><restrictions share=""true"" /></settings>","<restrictions share=""true"" />",NULL,1,NULL,NULL,0,82B4D76A-BD3D-4EA8-A84C-483661FE57B8,21
22,"<languages><lang_1>Personnummer</lang_1><lang_2>Social security number</lang_2><lang_6>Personnummer</lang_6><lang_5>CPR-nummer</lang_5><lang_4>Henkilötunnus</lang_4><lang_3 isDefault=""true"">Social security number</lang_3><lang_7>Sozialversicherungsnummer</lang_7><lang_8>Burgerservicenummer</lang_8><lang_9>Numer PESEL</lang_9><lang_10>N° de sécurité sociale</lang_10></languages>","<settings index=""13"" share=""true""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""79"" editableInWorkflow=""0"" requestSubordinate=""true"" search=""true"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><restrictions share=""true"" /></settings>","<restrictions share=""true"" />",NULL,1,NULL,NULL,0,934ECE42-84CF-4F44-9886-D1F6FF2AE2FC,22
23,"<languages><lang_1>Nasjonalitet</lang_1><lang_2>Nationality</lang_2><lang_6>Nationalitet</lang_6><lang_5>Nationalitet</lang_5><lang_4>Kansallisuus</lang_4><lang_3 isDefault=""true"">Nationality</lang_3><lang_7>Nationalität</lang_7><lang_8>Nationaliteit</lang_8><lang_9>Narodowość</lang_9><lang_10>Nationalité</lang_10></languages>","<settings ccApprovalHLHRForHRA=""false"" ccApprovalHR=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""true"" ccApprovalSecondLevManForMan=""false"" ccNotifyHLHRForHRA=""false"" ccNotifyHR=""false"" ccNotifyHRForMan=""false"" ccNotifyManager=""false"" ccNotifySecondLevManForMan=""false"" ccOverrideEmailTextsHLHRForHRA=""false"" ccOverrideEmailTextsHR=""false"" ccOverrideEmailTextsHRForHRA=""false"" ccOverrideEmailTextsHRForMan=""false"" ccOverrideEmailTextsManager=""false"" ccOverrideEmailTextsSecondLevManForMan=""false"" collectCCNotifyHLHRForHRA=""false"" collectCCNotifyHR=""false"" collectCCNotifyHRForMan=""false"" collectCCNotifyManager=""false"" collectCCNotifySecondLevManForMan=""false"" index=""14"" newRoleProfileIfUnique=""false""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""79"" editableInWorkflow=""79"" exceptionBy=""76"" requestSubordinate=""true"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""5"" settings=""5:50"" /></settings>",,NULL,1,NULL,NULL,0,18810432-4D9B-4FFB-9DA1-38A3E040B607,23
24,"<languages><lang_1>Land</lang_1><lang_2>Country</lang_2><lang_6>Land</lang_6><lang_5>Land</lang_5><lang_4>Maa</lang_4><lang_3 isDefault=""true"">Country</lang_3><lang_7>Land</lang_7><lang_8>Land</lang_8><lang_9>Kraj</lang_9><lang_10>Pays</lang_10></languages>","<settings ccApprovalHR=""true"" ccNotifyHR=""false"" ccOverrideEmailTextsHR=""false"" collectCCNotifyHR=""false"" index=""15"" newRoleProfileIfUnique=""false""><availability CV=""false"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""true"" editableBy=""79"" editableInWorkflow=""14"" exceptionBy=""76"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""5"" settings=""5:17"" /></settings>",,NULL,1,NULL,NULL,0,32771FEB-4373-48D6-A830-DCF5DD89AEA4,24
25,"<languages><lang_1>Sivilstand</lang_1><lang_2>Marital status</lang_2><lang_6>Civilstånd</lang_6><lang_5>Civilstand</lang_5><lang_4>Siviilisääty</lang_4><lang_3 isDefault=""true"">Marital status</lang_3><lang_7>Familienstand</lang_7><lang_8>Burgerlijke staat</lang_8><lang_9>Stan cywilny</lang_9><lang_10>État civil</lang_10></languages>","<settings index=""16"" share=""true""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""79"" editableInWorkflow=""79"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""5"" settings=""5:51"" /><restrictions share=""true"" /></settings>","<restrictions share=""true"" />",NULL,1,NULL,NULL,0,B226BF48-D92A-42AA-9E71-1DC289D758C5,25
26,"<languages><lang_1>Mellomnavn</lang_1><lang_2>Middle name</lang_2><lang_6>Mellannamn</lang_6><lang_5>Mellemnavn</lang_5><lang_4>Toinen nimi</lang_4><lang_3 isDefault=""true"">Middle name</lang_3><lang_7>Zweiter Vorname</lang_7><lang_8>Tussenvoegsel</lang_8><lang_9>Drugie imię</lang_9><lang_10>Deuxième prénom</lang_10></languages>","<settings index=""5"" share=""true""><availability CV=""false"" SuccessionReport=""false"" any=""true"" appraisal=""false"" editableBy=""15"" editableInWorkflow=""0"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""1"" settings="""" /><restrictions share=""true"" /></settings>","<restrictions share=""true"" />",NULL,1,NULL,NULL,0,CD6CE4C6-9D94-461F-A683-205B56442785,26
27,"<languages><lang_1>Stilling</lang_1><lang_2>Position</lang_2><lang_6>Befattning</lang_6><lang_5>Stilling</lang_5><lang_4>Asema</lang_4><lang_3 isDefault=""true"">Position</lang_3><lang_7>Position</lang_7><lang_8>Functie</lang_8><lang_9>Stanowisko</lang_9><lang_10>Poste</lang_10></languages>","<settings history=""true"" index=""14""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""76"" editableInWorkflow=""76"" requestSubordinate=""false"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""5"" settings="""" /></settings>",,NULL,2,NULL,NULL,0,C2FFC4CC-8432-4502-A490-2D195B03220A,27
28,"<languages><lang_1>Mobilitet</lang_1><lang_2>Mobility</lang_2><lang_6>Mobilitet</lang_6><lang_5>Mobilitet</lang_5><lang_4>Liikkuvuus</lang_4><lang_3 isDefault=""true"">Mobility</lang_3><lang_7>Mobilität</lang_7><lang_8>Mobiliteit</lang_8><lang_9>Mobilność</lang_9><lang_10>Mobilité</lang_10></languages>","<settings index=""20""><availability CV=""false"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""true"" editableBy=""79"" editableInWorkflow=""79"" search=""false"" talentPool=""true"" userprofile=""true"" visibleTo=""15"" /><type id=""5"" settings=""5:60"" /><settings ccApprovalHLHRForHRA=""false"" ccApprovalHR=""false"" ccApprovalHRForHR=""false"" ccApprovalHRForHRA=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""false"" ccApprovalSecondLevManForMan=""false"" /></settings>","<restrictions><settings ccApprovalHR=""false"" ccApprovalSecondLevManForMan=""false"" ccApprovalHRForHRA=""false"" ccApprovalHLHRForHRA=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""false"" ccApprovalHRForHR=""false"" /></restrictions>",NULL,1,NULL,NULL,0,A6C12E72-D992-4CDE-AE6C-01B0B4E7B5A7,28
29,"<languages><lang_2>Flight risk</lang_2><lang_5>Flight risk</lang_5><lang_6>Flight risk</lang_6><lang_1>Risko for å slutte</lang_1><lang_4>Lähtöriski</lang_4><lang_3 isDefault=""true"">Flight risk</lang_3><lang_7>Flight risk</lang_7><lang_8>Vluchtrisico</lang_8><lang_9>Ryzyko lotu</lang_9><lang_10>Risque de fuite</lang_10></languages>","<settings index=""22""><availability CV=""false"" EmpScore=""true"" SuccessionReport=""true"" any=""true"" appraisal=""true"" editableBy=""78"" editableInWorkflow=""78"" exceptionBy=""0"" search=""false"" userprofile=""true"" visibleTo=""76"" /><type id=""5"" settings=""5:61"" /><settings ccApprovalHLHRForHRA=""false"" ccApprovalHR=""false"" ccApprovalHRForHR=""false"" ccApprovalHRForHRA=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""false"" ccApprovalSecondLevManForMan=""false"" /></settings>","<restrictions><settings ccApprovalHR=""false"" ccApprovalSecondLevManForMan=""false"" ccApprovalHRForHRA=""false"" ccApprovalHLHRForHRA=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""false"" ccApprovalHRForHR=""false"" /><availability editableInWorkflow=""78"" exceptionBy=""78"" visibleTo=""78"" editableBy=""78"" /></restrictions>",NULL,1,NULL,NULL,0,92723592-FA70-40B6-99D7-A55909B8FB2A,29
30,"<languages><lang_1>Karriere</lang_1><lang_2>Career ambitions</lang_2><lang_5>Karriereambitioner</lang_5><lang_6>Karriär</lang_6><lang_4>Uratavoitteet</lang_4><lang_3 isDefault=""true"">Career ambitions</lang_3><lang_7>Karriereambitionen</lang_7><lang_8>Loopbaanambities</lang_8><lang_9>Ambicje zawodowe</lang_9><lang_10>Ambitions professionnelles</lang_10></languages>","<settings index=""21""><availability CV=""false"" EmpScore=""true"" SuccessionReport=""false"" any=""true"" appraisal=""true"" editableBy=""79"" editableInWorkflow=""79"" search=""false"" userprofile=""true"" visibleTo=""79"" /><type id=""5"" settings=""5:62"" /><settings ccApprovalHLHRForHRA=""false"" ccApprovalHR=""false"" ccApprovalHRForHR=""false"" ccApprovalHRForHRA=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""false"" ccApprovalSecondLevManForMan=""false"" /></settings>","<restrictions><settings ccApprovalHR=""false"" ccApprovalSecondLevManForMan=""false"" ccApprovalHRForHRA=""false"" ccApprovalHLHRForHRA=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""false"" ccApprovalHRForHR=""false"" /></restrictions>",NULL,1,NULL,NULL,0,ED8EEDD2-0778-4D59-9375-1BC33DF82BF7,30
31,"<languages><lang_1>Temaer for karriereplanlegging</lang_1><lang_2>Career Planning Topics</lang_2><lang_5>Temaer for karriereplanlægning</lang_5><lang_6>Teman för karriärplanering</lang_6><lang_4>Urasuunnittelun aiheet</lang_4><lang_3 isDefault=""true"">Career Planning Topics</lang_3><lang_7>Karriereplanungsthemen</lang_7><lang_8>Onderwerpen loopbaanplanning</lang_8><lang_9>Tematy planowania kariery</lang_9><lang_10>Thèmes de planification de carrière</lang_10></languages>","<settings index=""2"" newRoleProfileIfUnique=""false""><availability CV=""false"" EmpScore=""true"" SuccessionReport=""false"" any=""true"" appraisal=""true"" editableBy=""11"" editableInWorkflow=""15"" search=""false"" userprofile=""true"" visibleTo=""-1"" /><type id=""0"" settings="""" /><settings ccApprovalHLHRForHRA=""false"" ccApprovalHR=""false"" ccApprovalHRForHR=""false"" ccApprovalHRForHRA=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""false"" ccApprovalSecondLevManForMan=""false"" /></settings>","<restrictions><settings ccApprovalHR=""false"" ccApprovalSecondLevManForMan=""false"" ccApprovalHRForHRA=""false"" ccApprovalHLHRForHRA=""false"" ccApprovalManager=""false"" ccApprovalHRForMan=""false"" ccApprovalHRForHR=""false"" /></restrictions>",NULL,5,NULL,NULL,0,A16390A4-2465-43F8-93F9-A87A5026F0AB,31
32,"<languages><lang_1>Avdelingsleder</lang_1><lang_2>Department manager</lang_2><lang_6>Avdelningschef</lang_6><lang_5>Afdelingsleder</lang_5><lang_4>Osastopäällikkö</lang_4><lang_3 isDefault=""true"">Department manager</lang_3><lang_7>Abteilungsleiter</lang_7><lang_8>Afdelingsmanager</lang_8><lang_9>Menedżer wydziału</lang_9><lang_10>Chef de service</lang_10></languages>","<settings index=""15""><availability CV=""false"" any=""true"" appraisal=""false"" editableBy=""78"" editableInWorkflow=""78"" exceptionBy=""0"" requestSubordinate=""false"" search=""false"" userprofile=""true"" visibleTo=""76"" /><type id=""7"" settings="""" /><settings ccApprovalHR=""false"" ccApprovalHRForHR=""false"" ccApprovalHRForMan=""false"" ccApprovalManager=""false"" /></settings>","<restrictions><settings ccApprovalHR=""false"" ccApprovalManager=""false"" /><availability editableBy=""78"" editableInWorkflow=""78"" requestSubordinate=""false"" exceptionBy=""78"" /></restrictions>",NULL,2,NULL,NULL,0,9791C786-09D0-4C13-AA75-537E4FFA3730,32
